task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
0,eval-conflicts-rho010-r2-000,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,0.0
1,eval-conflicts-rho010-r2-001,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,1.0
2,eval-conflicts-rho010-r2-002,issuer9,x09,0,"[""d09""]","{""evalprop"": 1}",evalgeo,2.0
3,eval-conflicts-rho010-r2-003,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,3.0
4,eval-conflicts-rho010-r2-004,issuer3,x03,2,"[""d03""]","{""evalprop"": 1}",evalgeo,4.0
5,eval-conflicts-rho010-r2-005,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,5.0
6,eval-conflicts-rho010-r2-006,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,6.0
7,eval-conflicts-rho010-r2-007,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,7.0
8,eval-conflicts-rho010-r2-008,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,8.0
9,eval-conflicts-rho010-r2-009,issuer5,x05,2,"[""d05""]","{""evalprop"": 1}",evalgeo,9.0
10,eval-conflicts-rho010-r2-010,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,10.0
11,eval-conflicts-rho010-r2-011,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,11.0
12,eval-conflicts-rho010-r2-012,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,12.0
13,eval-conflicts-rho010-r2-013,issuer9,x09,0,"[""d09""]","{""evalprop"": 1}",evalgeo,13.0
14,eval-conflicts-rho010-r2-014,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,14.0
15,eval-conflicts-rho010-r2-015,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,15.0
16,eval-conflicts-rho010-r2-016,issuer3,x03,2,"[""d03""]","{""evalprop"": 1}",evalgeo,16.0
17,eval-conflicts-rho010-r2-017,issuer8,x08,2,"[""d08""]","{""evalprop"": 1}",evalgeo,17.0
18,eval-conflicts-rho010-r2-018,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,18.0
19,eval-conflicts-rho010-r2-019,issuer3,x03,2,"[""d03""]","{""evalprop"": 1}",evalgeo,19.0
20,eval-conflicts-rho010-r2-020,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,20.0
21,eval-conflicts-rho010-r2-021,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,21.0
22,eval-conflicts-rho010-r2-022,issuer1,x01,0,"[""d01""]","{""evalprop"": 1}",evalgeo,22.0
23,eval-conflicts-rho010-r2-023,issuer10,x10,0,"[""d10""]","{""evalprop"": 1}",evalgeo,23.0
24,eval-conflicts-rho010-r2-024,issuer4,x04,1,"[""d04""]","{""evalprop"": 1}",evalgeo,24.0
25,eval-conflicts-rho010-r2-025,issuer2,x02,0,"[""d02""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-conflicts-rho010-r2-026,issuer9,x09,0,"[""d09""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-conflicts-rho010-r2-027,issuer6,x06,1,"[""d06""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-conflicts-rho010-r2-028,issuer7,x07,2,"[""d07""]","{""evalprop"": 1}",evalgeo,28.0
